date,values
2004-8-29 10:00,27.93
2004-8-29 11:00,3.63
2004-8-29 12:00,33.28
2004-8-29 13:00,19.77
2004-8-29 14:00,15.97
2004-8-29 15:00,28.89
2004-8-29 16:00,21.27
2004-8-29 17:00,3.87
2004-8-29 18:00,22.80
2004-8-29 19:00,11.16
2004-8-30 8:00,0.56
2004-8-30 9:00,1.30
2004-8-30 10:00,14.76
2004-8-30 11:00,33.40
2004-8-30 12:00,0.10
2004-8-30 13:00,2.74
2004-8-30 14:00,0.43
2004-8-30 15:00,7.52
2004-8-30 16:00,35.74
2004-8-30 17:00,2.03
2004-8-30 18:00,2.38
2004-8-30 19:00,5.30
2004-8-31 8:00,8.87
2004-8-31 9:00,20.21
2004-8-31 10:00,39.29
2004-8-31 11:00,70.22
2004-8-31 12:00,12.56
2004-8-31 13:00,18.04
2004-8-31 14:00,10.89
2004-8-31 15:00,2.31
2004-8-31 16:00,71.07
2004-8-31 17:00,21.73
2004-8-31 18:00,39.76
2004-8-31 19:00,18.93
2004-9-1 8:00,104.33
2004-9-1 9:00,195.17
2004-9-1 10:00,291.98
2004-9-1 11:00,181.62
2004-9-1 12:00,251.85
2004-9-1 13:00,348.36
2004-9-1 14:00,138.28
2004-9-1 15:00,10.02
2004-9-1 16:00,228.71
2004-9-1 17:00,4.99
2004-9-1 18:00,17.59
2004-9-1 19:00,141.54
2004-9-2 8:00,40.63
2004-9-2 9:00,57.60
2004-9-2 10:00,111.43
2004-9-2 11:00,118.55
2004-9-2 12:00,70.54
2004-9-2 13:00,107.02
2004-9-2 14:00,89.72
2004-9-2 15:00,130.82
2004-9-2 16:00,54.39
2004-9-2 17:00,102.50
2004-9-2 18:00,3.14
2004-9-2 19:00,25.72
2004-9-3 8:00,63.01
2004-9-3 9:00,28.07
2004-9-3 10:00,12.43
2004-9-3 11:00,137.15
2004-9-3 12:00,178.64
2004-9-3 13:00,122.84
2004-9-3 14:00,124.11
2004-9-3 15:00,226.55
2004-9-3 16:00,44.02
2004-9-3 17:00,62.62
2004-9-3 18:00,46.53
2004-9-3 19:00,101.26
2004-9-4 8:00,22.84
2004-9-4 9:00,14.53
2004-9-4 10:00,77.67
2004-9-4 11:00,204.50
2004-9-4 12:00,10.11
2004-9-4 13:00,54.31
2004-9-4 14:00,16.14
2004-9-4 15:00,211.21
2004-9-4 16:00,65.55
2004-9-4 17:00,202.03
2004-9-4 18:00,111.08
2004-9-4 19:00,53.74
2004-9-5 8:00,63.18
2004-9-5 9:00,7.40
2004-9-5 10:00,92.03
2004-9-5 11:00,208.87
2004-9-5 12:00,86.58
2004-9-5 13:00,83.35
2004-9-5 14:00,54.29
2004-9-5 15:00,110.60
2004-9-5 16:00,72.56
2004-9-5 17:00,3.18
2004-9-5 18:00,74.23
2004-9-5 19:00,65.52
2004-9-6 8:00,22.61
2004-9-6 9:00,144.01
2004-9-6 10:00,166.56
2004-9-6 11:00,124.88
2004-9-6 12:00,49.62
2004-9-6 13:00,86.20
2004-9-6 14:00,143.60
2004-9-6 15:00,86.10
2004-9-6 16:00,211.90
2004-9-6 17:00,17.16
2004-9-6 18:00,153.09
2004-9-6 19:00,110.22
2004-9-7 8:00,98.11
2004-9-7 9:00,60.04
2004-9-7 10:00,163.26
2004-9-7 11:00,305.67
2004-9-7 12:00,262.45
2004-9-7 13:00,313.71
2004-9-7 14:00,95.52
2004-9-7 15:00,115.69
2004-9-7 16:00,104.16
2004-9-7 17:00,194.04
2004-9-7 18:00,202.98
2004-9-7 19:00,137.12
2004-9-8 8:00,109.09
2004-9-8 9:00,38.65
2004-9-8 10:00,39.81
2004-9-8 11:00,234.31
2004-9-8 12:00,142.26
2004-9-8 13:00,179.21
2004-9-8 14:00,131.11
2004-9-8 15:00,253.70
2004-9-8 16:00,169.89
2004-9-8 17:00,130.27
2004-9-8 18:00,290.46
2004-9-8 19:00,169.61
2004-9-9 8:00,15.24
2004-9-9 9:00,60.35
2004-9-9 10:00,85.87
2004-9-9 11:00,224.79
2004-9-9 12:00,75.56
2004-9-9 13:00,107.36
2004-9-9 14:00,134.72
2004-9-9 15:00,181.39
2004-9-9 16:00,13.14
2004-9-9 17:00,129.62
2004-9-9 18:00,35.24
2004-9-9 19:00,60.33
2004-9-10 8:00,44.06
2004-9-10 9:00,146.33
2004-9-10 10:00,30.32
2004-9-10 11:00,177.56
2004-9-10 12:00,10.65
2004-9-10 13:00,156.53
2004-9-10 14:00,138.45
2004-9-10 15:00,258.85
2004-9-10 16:00,62.76
2004-9-10 17:00,68.52
2004-9-10 18:00,118.23
2004-9-10 19:00,75.19
2004-9-11 8:00,14.87
2004-9-11 9:00,149.30
2004-9-11 10:00,111.52
2004-9-11 11:00,111.28
2004-9-11 12:00,221.96
2004-9-11 13:00,230.48
2004-9-11 14:00,52.29
2004-9-11 15:00,151.07
2004-9-11 16:00,69.40
2004-9-11 17:00,67.88
2004-9-11 18:00,103.65
2004-9-11 19:00,124.29
2004-9-12 8:00,26.84
2004-9-12 9:00,142.26
2004-9-12 10:00,68.87
2004-9-12 11:00,165.40
2004-9-12 12:00,154.49
2004-9-12 13:00,98.33
2004-9-12 14:00,23.74
2004-9-12 15:00,200.36
2004-9-12 16:00,171.79
2004-9-12 17:00,134.78
2004-9-12 18:00,110.53
2004-9-12 19:00,56.28
2004-9-13 8:00,37.05
2004-9-13 9:00,168.92
2004-9-13 10:00,173.20
2004-9-13 11:00,245.65
2004-9-13 12:00,78.03
2004-9-13 13:00,53.68
2004-9-13 14:00,78.20
2004-9-13 15:00,16.04
2004-9-13 16:00,125.27
2004-9-13 17:00,180.46
2004-9-13 18:00,119.56
2004-9-13 19:00,132.02
2004-9-14 8:00,158.23
2004-9-14 9:00,107.67
2004-9-14 10:00,98.58
2004-9-14 11:00,492.07
2004-9-14 12:00,132.09
2004-9-14 13:00,253.09
2004-9-14 14:00,9.08
2004-9-14 15:00,225.85
2004-9-14 16:00,318.86
2004-9-14 17:00,316.95
2004-9-14 18:00,37.21
2004-9-14 19:00,31.31
2004-9-15 8:00,66.25
2004-9-15 9:00,26.15
2004-9-15 10:00,176.09
2004-9-15 11:00,399.00
2004-9-15 12:00,245.00
2004-9-15 13:00,185.98
2004-9-15 14:00,90.52
2004-9-15 15:00,345.62
2004-9-15 16:00,254.58
2004-9-15 17:00,143.63
2004-9-15 18:00,230.11
2004-9-15 19:00,59.92
2004-9-16 8:00,11.60
2004-9-16 9:00,27.20
2004-9-16 10:00,90.44
2004-9-16 11:00,110.50
2004-9-16 12:00,103.32
2004-9-16 13:00,36.41
2004-9-16 14:00,5.46
2004-9-16 15:00,95.69
2004-9-16 16:00,14.70
2004-9-16 17:00,15.06
2004-9-16 18:00,32.89
2004-9-16 19:00,15.06
2004-9-17 8:00,2.63
2004-9-17 9:00,101.82
2004-9-17 10:00,93.16
2004-9-17 11:00,140.48
2004-9-17 12:00,94.86
2004-9-17 13:00,90.60
2004-9-17 14:00,124.77
2004-9-17 15:00,39.51
2004-9-17 16:00,120.56
2004-9-17 17:00,10.86
2004-9-17 18:00,88.41
2004-9-17 19:00,55.47
2004-9-18 8:00,64.71
2004-9-18 9:00,114.44
2004-9-18 10:00,13.84
2004-9-18 11:00,107.68
2004-9-18 12:00,176.84
2004-9-18 13:00,21.15
2004-9-18 14:00,113.67
2004-9-18 15:00,186.19
2004-9-18 16:00,77.43
2004-9-18 17:00,156.01
2004-9-18 18:00,140.00
2004-9-18 19:00,62.95
2004-9-19 8:00,24.12
2004-9-19 9:00,30.71
2004-9-19 10:00,145.03
2004-9-19 11:00,151.78
2004-9-19 12:00,26.41
2004-9-19 13:00,72.26
2004-9-19 14:00,101.40
2004-9-19 15:00,3.29
2004-9-19 16:00,167.40
2004-9-19 17:00,27.24
2004-9-19 18:00,73.37
2004-9-19 19:00,52.50
2004-9-20 8:00,74.49
2004-9-20 9:00,117.43
2004-9-20 10:00,51.35
2004-9-20 11:00,220.51
2004-9-20 12:00,99.53
2004-9-20 13:00,57.98
2004-9-20 14:00,151.19
2004-9-20 15:00,30.24
2004-9-20 16:00,99.45
2004-9-20 17:00,9.21
2004-9-20 18:00,42.76
2004-9-20 19:00,39.94
2004-9-21 8:00,104.36
2004-9-21 9:00,86.74
2004-9-21 10:00,234.92
2004-9-21 11:00,243.15
2004-9-21 12:00,218.90
2004-9-21 13:00,203.26
2004-9-21 14:00,55.67
2004-9-21 15:00,311.41
2004-9-21 16:00,257.18
2004-9-21 17:00,54.47
2004-9-21 18:00,223.24
2004-9-21 19:00,90.63
2004-9-22 8:00,13.47
2004-9-22 9:00,148.92
2004-9-22 10:00,183.97
2004-9-22 11:00,69.66
2004-9-22 12:00,76.54
2004-9-22 13:00,158.33
2004-9-22 14:00,103.50
2004-9-22 15:00,9.78
2004-9-22 16:00,50.58
2004-9-22 17:00,108.22
2004-9-22 18:00,47.05
2004-9-22 19:00,113.65
2004-9-23 8:00,25.48
2004-9-23 9:00,47.83
2004-9-23 10:00,47.69
2004-9-23 11:00,73.63
2004-9-23 12:00,35.48
2004-9-23 13:00,36.39
2004-9-23 14:00,36.01
2004-9-23 15:00,34.15
2004-9-23 16:00,85.91
2004-9-23 17:00,3.16
2004-9-23 18:00,49.78
2004-9-23 19:00,4.82
2004-9-24 8:00,40.92
2004-9-24 9:00,2.53
2004-9-24 10:00,87.09
2004-9-24 11:00,64.02
2004-9-24 12:00,3.74
2004-9-24 13:00,7.74
2004-9-24 14:00,2.22
2004-9-24 15:00,121.03
2004-9-24 16:00,145.28
2004-9-24 17:00,29.06
2004-9-24 18:00,39.01
2004-9-24 19:00,51.56
2004-9-25 8:00,30.68
2004-9-25 9:00,45.19
2004-9-25 10:00,71.85
2004-9-25 11:00,42.75
2004-9-25 12:00,29.45
2004-9-25 13:00,63.06
2004-9-25 14:00,61.10
2004-9-25 15:00,49.65
2004-9-25 16:00,133.44
2004-9-25 17:00,33.17
2004-9-25 18:00,3.52
2004-9-25 19:00,71.20
2004-9-26 8:00,39.26
2004-9-26 9:00,47.66
2004-9-26 10:00,47.97
2004-9-26 11:00,70.12
2004-9-26 12:00,4.81
2004-9-26 13:00,50.87
2004-9-26 14:00,18.99
2004-9-26 15:00,122.10
2004-9-26 16:00,18.72
2004-9-26 17:00,5.30
2004-9-26 18:00,1.18
2004-9-26 19:00,58.21
2004-9-27 8:00,39.24
2004-9-27 9:00,6.30
2004-9-27 10:00,70.55
2004-9-27 11:00,103.86
2004-9-27 12:00,140.71
2004-9-27 13:00,99.40
2004-9-27 14:00,53.66
2004-9-27 15:00,93.46
2004-9-27 16:00,174.42
2004-9-27 17:00,103.36
2004-9-27 18:00,4.55
2004-9-27 19:00,27.70
2004-9-28 8:00,30.32
2004-9-28 9:00,68.00
2004-9-28 10:00,181.47
2004-9-28 11:00,267.14
2004-9-28 12:00,177.75
2004-9-28 13:00,187.58
2004-9-28 14:00,130.22
2004-9-28 15:00,46.56
2004-9-28 16:00,5.54
2004-9-28 17:00,56.55
2004-9-28 18:00,152.38
2004-9-28 19:00,30.14
2004-9-29 8:00,30.61
2004-9-29 9:00,58.37
2004-9-29 10:00,275.65
2004-9-29 11:00,139.79
2004-9-29 12:00,177.20
2004-9-29 13:00,183.42
2004-9-29 14:00,260.01
2004-9-29 15:00,82.72
2004-9-29 16:00,64.07
2004-9-29 17:00,164.04
2004-9-29 18:00,19.57
2004-9-29 19:00,179.58
2004-9-30 8:00,39.16
2004-9-30 9:00,69.58
2004-9-30 10:00,35.40
2004-9-30 11:00,147.31
2004-9-30 12:00,1.09
2004-9-30 13:00,12.50
2004-9-30 14:00,24.12
2004-9-30 15:00,11.24
2004-9-30 16:00,158.08
2004-9-30 17:00,99.23
2004-9-30 18:00,87.89
2004-9-30 19:00,15.54
2004-10-1 8:00,32.52
2004-10-1 9:00,24.70
2004-10-1 10:00,114.16
2004-10-1 11:00,171.85
2004-10-1 12:00,56.02
2004-10-1 13:00,23.20
2004-10-1 14:00,22.00
2004-10-1 15:00,108.76
2004-10-1 16:00,13.42
2004-10-1 17:00,65.96
2004-10-1 18:00,112.05
2004-10-1 19:00,51.63
2004-10-2 8:00,6.96
2004-10-2 9:00,110.28
2004-10-2 10:00,12.87
2004-10-2 11:00,68.90
2004-10-2 12:00,30.41
2004-10-2 13:00,22.65
2004-10-2 14:00,64.31
2004-10-2 15:00,67.47
2004-10-2 16:00,31.61
2004-10-2 17:00,0.61
2004-10-2 18:00,109.66
2004-10-2 19:00,21.71
2004-10-3 8:00,2.31
2004-10-3 9:00,103.74
2004-10-3 10:00,11.82
2004-10-3 11:00,27.12
2004-10-3 12:00,33.58
2004-10-3 13:00,28.32
2004-10-3 14:00,88.12
2004-10-3 15:00,110.96
2004-10-3 16:00,180.76
2004-10-3 17:00,122.56
2004-10-3 18:00,106.12
2004-10-3 19:00,70.27
2004-10-4 8:00,66.52
2004-10-4 9:00,1.04
2004-10-4 10:00,131.62
2004-10-4 11:00,206.37
2004-10-4 12:00,0.69
2004-10-4 13:00,132.46
2004-10-4 14:00,138.40
2004-10-4 15:00,229.47
2004-10-4 16:00,23.28
2004-10-4 17:00,47.14
2004-10-4 18:00,49.67
2004-10-4 19:00,30.77
2004-10-5 8:00,112.25
2004-10-5 9:00,30.47
2004-10-5 10:00,24.35
2004-10-5 11:00,368.50
2004-10-5 12:00,34.22
2004-10-5 13:00,256.59
2004-10-5 14:00,152.29
2004-10-5 15:00,179.83
2004-10-5 16:00,240.58
2004-10-5 17:00,203.49
2004-10-5 18:00,120.23
2004-10-5 19:00,71.22
2004-10-6 8:00,62.43
2004-10-6 9:00,124.16
2004-10-6 10:00,219.62
2004-10-6 11:00,331.15
2004-10-6 12:00,80.04
2004-10-6 13:00,147.92
2004-10-6 14:00,60.01
2004-10-6 15:00,328.40
2004-10-6 16:00,3.58
2004-10-6 17:00,57.52
2004-10-6 18:00,97.98
2004-10-6 19:00,147.23
2004-10-7 8:00,17.66
2004-10-7 9:00,1.12
2004-10-7 10:00,85.22
2004-10-7 11:00,49.23
2004-10-7 12:00,18.13
2004-10-7 13:00,30.52
2004-10-7 14:00,29.90
2004-10-7 15:00,103.24
2004-10-7 16:00,164.95
2004-10-7 17:00,54.34
2004-10-7 18:00,62.68
2004-10-7 19:00,1.60
2004-10-8 8:00,22.38
2004-10-8 9:00,18.17
2004-10-8 10:00,60.49
2004-10-8 11:00,191.48
2004-10-8 12:00,198.38
2004-10-8 13:00,134.09
2004-10-8 14:00,22.28
2004-10-8 15:00,110.35
2004-10-8 16:00,189.98
2004-10-8 17:00,49.17
2004-10-8 18:00,7.10
2004-10-8 19:00,41.84
2004-10-9 8:00,62.66
2004-10-9 9:00,20.42
2004-10-9 10:00,185.03
2004-10-9 11:00,267.40
2004-10-9 12:00,162.68
2004-10-9 13:00,64.04
2004-10-9 14:00,34.28
2004-10-9 15:00,29.75
2004-10-9 16:00,191.77
2004-10-9 17:00,186.15
2004-10-9 18:00,75.98
2004-10-9 19:00,84.47
2004-10-10 8:00,7.77
2004-10-10 9:00,72.03
2004-10-10 10:00,55.84
2004-10-10 11:00,65.67
2004-10-10 12:00,123.48
2004-10-10 13:00,38.77
2004-10-10 14:00,149.27
2004-10-10 15:00,10.19
2004-10-10 16:00,134.61
2004-10-10 17:00,162.57
2004-10-10 18:00,62.87
2004-10-10 19:00,10.55
2004-10-11 8:00,22.43
2004-10-11 9:00,141.32
2004-10-11 10:00,57.91
2004-10-11 11:00,15.70
2004-10-11 12:00,215.43
2004-10-11 13:00,81.94
2004-10-11 14:00,124.86
2004-10-11 15:00,51.46
2004-10-11 16:00,134.06
2004-10-11 17:00,49.28
2004-10-11 18:00,69.96
2004-10-11 19:00,74.93
2004-10-12 8:00,101.47
2004-10-12 9:00,84.50
2004-10-12 10:00,62.30
2004-10-12 11:00,383.76
2004-10-12 12:00,227.38
2004-10-12 13:00,301.21
2004-10-12 14:00,8.20
2004-10-12 15:00,163.03
2004-10-12 16:00,396.19
2004-10-12 17:00,228.76
2004-10-12 18:00,190.59
2004-10-12 19:00,133.69
2004-10-13 8:00,22.11
2004-10-13 9:00,103.85
2004-10-13 10:00,340.15
2004-10-13 11:00,437.20
2004-10-13 12:00,197.87
2004-10-13 13:00,22.83
2004-10-13 14:00,1.63
2004-10-13 15:00,6.52
2004-10-13 16:00,186.90
2004-10-13 17:00,125.77
2004-10-13 18:00,29.92
2004-10-13 19:00,187.61
2004-10-14 8:00,40.78
2004-10-14 9:00,3.03
2004-10-14 10:00,128.70
2004-10-14 11:00,96.57
2004-10-14 12:00,47.92
2004-10-14 13:00,45.24
2004-10-14 14:00,49.11
2004-10-14 15:00,179.09
2004-10-14 16:00,185.94
2004-10-14 17:00,2.40
2004-10-14 18:00,92.12
2004-10-14 19:00,48.66
2004-10-15 8:00,41.14
2004-10-15 9:00,27.66
2004-10-15 10:00,18.08
2004-10-15 11:00,21.93
2004-10-15 12:00,131.06
2004-10-15 13:00,97.94
2004-10-15 14:00,102.60
2004-10-15 15:00,30.15
2004-10-15 16:00,112.34
2004-10-15 17:00,52.76
2004-10-15 18:00,3.41
2004-10-15 19:00,33.22
2004-10-16 8:00,7.12
2004-10-16 9:00,78.35
2004-10-16 10:00,135.36
2004-10-16 11:00,115.27
2004-10-16 12:00,143.66
2004-10-16 13:00,128.32
2004-10-16 14:00,99.69
2004-10-16 15:00,60.15
2004-10-16 16:00,87.97
2004-10-16 17:00,19.21
2004-10-16 18:00,16.66
2004-10-16 19:00,13.64
2004-10-17 8:00,32.77
2004-10-17 9:00,13.34
2004-10-17 10:00,64.48
2004-10-17 11:00,49.98
2004-10-17 12:00,104.63
2004-10-17 13:00,119.63
2004-10-17 14:00,64.18
2004-10-17 15:00,7.10
2004-10-17 16:00,25.95
2004-10-17 17:00,34.60
2004-10-17 18:00,55.08
2004-10-17 19:00,27.22
2004-10-18 8:00,9.97
2004-10-18 9:00,66.60
2004-10-18 10:00,32.38
2004-10-18 11:00,179.83
2004-10-18 12:00,56.67
2004-10-18 13:00,69.36
2004-10-18 14:00,75.66
2004-10-18 15:00,137.27
2004-10-18 16:00,193.79
2004-10-18 17:00,130.79
2004-10-18 18:00,33.52
2004-10-18 19:00,40.48
2004-10-19 8:00,30.08
2004-10-19 9:00,102.17
2004-10-19 10:00,21.00
2004-10-19 11:00,99.79
2004-10-19 12:00,39.32
2004-10-19 13:00,24.70
2004-10-19 14:00,9.16
2004-10-19 15:00,61.82
2004-10-19 16:00,153.34
2004-10-19 17:00,216.09
2004-10-19 18:00,163.13
2004-10-19 19:00,78.10
2004-10-20 8:00,21.03
2004-10-20 9:00,161.99
2004-10-20 10:00,139.21
2004-10-20 11:00,248.27
2004-10-20 12:00,226.04
2004-10-20 13:00,71.73
2004-10-20 14:00,208.89
2004-10-20 15:00,271.93
2004-10-20 16:00,88.18
2004-10-20 17:00,77.30
2004-10-20 18:00,193.00
2004-10-20 19:00,92.20
2004-10-21 8:00,32.46
2004-10-21 9:00,62.15
2004-10-21 10:00,54.71
2004-10-21 11:00,74.44
2004-10-21 12:00,111.84
2004-10-21 13:00,94.14
2004-10-21 14:00,18.57
2004-10-21 15:00,45.31
2004-10-21 16:00,32.82
2004-10-21 17:00,79.59
2004-10-21 18:00,33.14
2004-10-21 19:00,0.47
2004-10-22 8:00,2.74
2004-10-22 9:00,47.75
2004-10-22 10:00,16.70
2004-10-22 11:00,37.81
2004-10-22 12:00,37.40
2004-10-22 13:00,80.44
2004-10-22 14:00,65.37
2004-10-22 15:00,63.80
2004-10-22 16:00,81.90
2004-10-22 17:00,4.64
2004-10-22 18:00,4.19
2004-10-22 19:00,12.33
2004-10-23 8:00,17.24
2004-10-23 9:00,22.39
2004-10-23 10:00,66.18
2004-10-23 11:00,68.01
2004-10-23 12:00,16.44
2004-10-23 13:00,7.70
2004-10-23 14:00,19.04
2004-10-23 15:00,123.13
2004-10-23 16:00,81.98
2004-10-23 17:00,95.99
2004-10-23 18:00,6.49
2004-10-23 19:00,45.83
2004-10-24 8:00,21.46
2004-10-24 9:00,41.04
2004-10-24 10:00,21.93
2004-10-24 11:00,66.42
2004-10-24 12:00,62.11
2004-10-24 13:00,63.09
2004-10-24 14:00,67.95
2004-10-24 15:00,17.03
2004-10-24 16:00,56.70
2004-10-24 17:00,51.30
2004-10-24 18:00,65.55
2004-10-24 19:00,3.98
2004-10-25 8:00,37.42
2004-10-25 9:00,43.77
2004-10-25 10:00,56.41
2004-10-25 11:00,101.53
2004-10-25 12:00,107.29
2004-10-25 13:00,63.11
2004-10-25 14:00,30.07
2004-10-25 15:00,32.91
2004-10-25 16:00,71.06
2004-10-25 17:00,90.90
2004-10-25 18:00,0.12
2004-10-25 19:00,19.02
2004-10-26 8:00,12.54
2004-10-26 9:00,32.25
2004-10-26 10:00,105.42
2004-10-26 11:00,131.00
2004-10-26 12:00,160.87
2004-10-26 13:00,60.74
2004-10-26 14:00,123.31
2004-10-26 15:00,40.84
2004-10-26 16:00,119.56
2004-10-26 17:00,8.96
2004-10-26 18:00,86.22
2004-10-26 19:00,65.60
2004-10-27 8:00,68.64
2004-10-27 9:00,7.95
2004-10-27 10:00,130.31
2004-10-27 11:00,209.88
2004-10-27 12:00,155.31
2004-10-27 13:00,70.87
2004-10-27 14:00,48.85
2004-10-27 15:00,108.65
2004-10-27 16:00,44.63
2004-10-27 17:00,140.40
2004-10-27 18:00,77.11
2004-10-27 19:00,4.91
2004-10-28 8:00,1.33
2004-10-28 9:00,45.71
2004-10-28 10:00,64.30
2004-10-28 11:00,90.47
2004-10-28 12:00,8.58
2004-10-28 13:00,37.35
2004-10-28 14:00,5.02
2004-10-28 15:00,40.67
2004-10-28 16:00,63.49
2004-10-28 17:00,55.37
2004-10-28 18:00,22.40
2004-10-28 19:00,5.42
2004-10-29 8:00,47.04
2004-10-29 9:00,0.67
2004-10-29 10:00,51.12
2004-10-29 11:00,138.63
2004-10-29 12:00,72.94
2004-10-29 13:00,56.59
2004-10-29 14:00,97.02
2004-10-29 15:00,34.36
2004-10-29 16:00,31.40
2004-10-29 17:00,138.53
2004-10-29 18:00,24.68
2004-10-29 19:00,68.64
2004-10-30 8:00,33.09
2004-10-30 9:00,38.25
2004-10-30 10:00,12.58
2004-10-30 11:00,21.74
2004-10-30 12:00,33.96
2004-10-30 13:00,4.82
2004-10-30 14:00,6.20
2004-10-30 15:00,5.80
2004-10-30 16:00,22.17
2004-10-30 17:00,22.63
2004-10-30 18:00,137.23
2004-10-30 19:00,19.78
2004-10-31 8:00,18.13
2004-10-31 9:00,60.67
2004-10-31 10:00,119.11
2004-10-31 11:00,83.26
2004-10-31 12:00,112.59
2004-10-31 13:00,1.70
2004-10-31 14:00,5.62
2004-10-31 15:00,69.64
2004-10-31 16:00,155.95
2004-10-31 17:00,117.54
2004-10-31 18:00,34.04
2004-10-31 19:00,16.21
2004-11-1 8:00,66.99
2004-11-1 9:00,41.03
2004-11-1 10:00,138.09
2004-11-1 11:00,225.57
2004-11-1 12:00,9.63
2004-11-1 13:00,114.03
2004-11-1 14:00,145.26
2004-11-1 15:00,31.24
2004-11-1 16:00,84.20
2004-11-1 17:00,42.34
2004-11-1 18:00,57.65
2004-11-1 19:00,29.56
2004-11-2 8:00,77.00
2004-11-2 9:00,36.76
2004-11-2 10:00,261.54
2004-11-2 11:00,304.10
2004-11-2 12:00,295.79
2004-11-2 13:00,89.47
2004-11-2 14:00,121.87
2004-11-2 15:00,236.42
2004-11-2 16:00,165.99
2004-11-2 17:00,197.21
2004-11-2 18:00,182.05
2004-11-2 19:00,116.87
2004-11-3 8:00,10.76
2004-11-3 9:00,210.50
2004-11-3 10:00,282.18
2004-11-3 11:00,108.41
2004-11-3 12:00,125.59
2004-11-3 13:00,280.83
2004-11-3 14:00,201.90
2004-11-3 15:00,178.84
2004-11-3 16:00,45.64
2004-11-3 17:00,166.58
2004-11-3 18:00,176.75
2004-11-3 19:00,12.66
2004-11-4 8:00,4.36
2004-11-4 9:00,61.86
2004-11-4 10:00,95.04
2004-11-4 11:00,148.24
2004-11-4 12:00,7.28
2004-11-4 13:00,27.02
2004-11-4 14:00,27.44
2004-11-4 15:00,145.71
2004-11-4 16:00,104.96
2004-11-4 17:00,62.40
2004-11-4 18:00,100.97
2004-11-4 19:00,52.60
2004-11-5 8:00,5.50
2004-11-5 9:00,19.52
2004-11-5 10:00,71.06
2004-11-5 11:00,94.95
2004-11-5 12:00,90.14
2004-11-5 13:00,128.76
2004-11-5 14:00,49.46
2004-11-5 15:00,54.86
2004-11-5 16:00,52.51
2004-11-5 17:00,123.63
2004-11-5 18:00,1.84
2004-11-5 19:00,17.47
2004-11-6 8:00,1.17
2004-11-6 9:00,89.01
2004-11-6 10:00,118.47
2004-11-6 11:00,38.12
2004-11-6 12:00,108.57
2004-11-6 13:00,115.69
2004-11-6 14:00,151.71
2004-11-6 15:00,21.71
2004-11-6 16:00,129.59
2004-11-6 17:00,22.04
2004-11-6 18:00,49.45
2004-11-6 19:00,78.61
2004-11-7 8:00,51.58
2004-11-7 9:00,1.74
2004-11-7 10:00,15.30
2004-11-7 11:00,72.41
2004-11-7 12:00,32.08
2004-11-7 13:00,53.54
2004-11-7 14:00,32.64
2004-11-7 15:00,88.57
2004-11-7 16:00,165.74
2004-11-7 17:00,77.72
2004-11-7 18:00,54.21
2004-11-7 19:00,33.38
2004-11-8 8:00,85.95
2004-11-8 9:00,51.00
2004-11-8 10:00,186.52
2004-11-8 11:00,261.06
2004-11-8 12:00,56.46
2004-11-8 13:00,140.86
2004-11-8 14:00,1.19
2004-11-8 15:00,5.38
2004-11-8 16:00,291.79
2004-11-8 17:00,157.73
2004-11-8 18:00,44.07
2004-11-8 19:00,18.14
2004-11-9 8:00,69.12
2004-11-9 9:00,146.18
2004-11-9 10:00,72.93
2004-11-9 11:00,386.51
2004-11-9 12:00,234.40
2004-11-9 13:00,213.94
2004-11-9 14:00,191.23
2004-11-9 15:00,201.41
2004-11-9 16:00,103.43
2004-11-9 17:00,165.86
2004-11-9 18:00,219.36
2004-11-9 19:00,33.62
2004-11-10 8:00,123.01
2004-11-10 9:00,29.51
2004-11-10 10:00,203.57
2004-11-10 11:00,329.76
2004-11-10 12:00,21.39
2004-11-10 13:00,188.47
2004-11-10 14:00,28.99
2004-11-10 15:00,252.35
2004-11-10 16:00,113.37
2004-11-10 17:00,349.40
2004-11-10 18:00,111.71
2004-11-10 19:00,123.29
2004-11-11 8:00,23.62
2004-11-11 9:00,41.42
2004-11-11 10:00,50.95
2004-11-11 11:00,165.86
2004-11-11 12:00,112.62
2004-11-11 13:00,39.54
2004-11-11 14:00,18.68
2004-11-11 15:00,122.58
2004-11-11 16:00,43.35
2004-11-11 17:00,20.15
2004-11-11 18:00,104.59
2004-11-11 19:00,3.36
2004-11-12 8:00,44.94
2004-11-12 9:00,67.33
2004-11-12 10:00,147.44
2004-11-12 11:00,75.61
2004-11-12 12:00,148.30
2004-11-12 13:00,87.56
2004-11-12 14:00,148.40
2004-11-12 15:00,8.24
2004-11-12 16:00,19.57
2004-11-12 17:00,152.82
2004-11-12 18:00,143.05
2004-11-12 19:00,53.24
2004-11-13 8:00,17.57
2004-11-13 9:00,105.06
2004-11-13 10:00,43.11
2004-11-13 11:00,280.19
2004-11-13 12:00,236.21
2004-11-13 13:00,23.67
2004-11-13 14:00,149.11
2004-11-13 15:00,60.90
2004-11-13 16:00,173.70
2004-11-13 17:00,158.69
2004-11-13 18:00,64.89
2004-11-13 19:00,118.41
2004-11-14 8:00,5.78
2004-11-14 9:00,34.15
2004-11-14 10:00,35.24
2004-11-14 11:00,191.31
2004-11-14 12:00,13.37
2004-11-14 13:00,103.50
2004-11-14 14:00,79.95
2004-11-14 15:00,61.12
2004-11-14 16:00,200.83
2004-11-14 17:00,75.27
2004-11-14 18:00,16.91
